dataset_id,link,tags,description
evanellis/agreement_assistant_ds_deduped,https://huggingface.co/datasets/evanellis/agreement_assistant_ds_deduped,"['size_categories:1K<n<10K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/agreement_assistant_ds_deduped_f,https://huggingface.co/datasets/evanellis/agreement_assistant_ds_deduped_f,"['size_categories:1K<n<10K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/20_tokens_after_state_ds,https://huggingface.co/datasets/evanellis/20_tokens_after_state_ds,"['size_categories:1K<n<10K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/20_tokens_after_state_ds_f,https://huggingface.co/datasets/evanellis/20_tokens_after_state_ds_f,"['size_categories:1K<n<10K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/10_tokens_after_state_ds,https://huggingface.co/datasets/evanellis/10_tokens_after_state_ds,"['size_categories:1K<n<10K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/10_tokens_after_state_ds_f,https://huggingface.co/datasets/evanellis/10_tokens_after_state_ds_f,"['size_categories:1K<n<10K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/30_tokens_after_state_ds_random,https://huggingface.co/datasets/evanellis/30_tokens_after_state_ds_random,"['size_categories:1K<n<10K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/30_tokens_after_state_ds_random_f,https://huggingface.co/datasets/evanellis/30_tokens_after_state_ds_random_f,"['size_categories:1K<n<10K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/agreement_assistant_ds_deduped_f_Qwen3-8B,https://huggingface.co/datasets/evanellis/agreement_assistant_ds_deduped_f_Qwen3-8B,"['size_categories:1K<n<10K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/10_tokens_after_state_ds_f_Qwen3-8B,https://huggingface.co/datasets/evanellis/10_tokens_after_state_ds_f_Qwen3-8B,"['size_categories:1K<n<10K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/20_tokens_after_state_ds_f_Qwen3-8B,https://huggingface.co/datasets/evanellis/20_tokens_after_state_ds_f_Qwen3-8B,"['size_categories:1K<n<10K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/30_tokens_after_state_ds_random_f_Qwen3-8B,https://huggingface.co/datasets/evanellis/30_tokens_after_state_ds_random_f_Qwen3-8B,"['size_categories:1K<n<10K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/ds_deduped_with_qwen8b_blind_null,https://huggingface.co/datasets/evanellis/ds_deduped_with_qwen8b_blind_null,"['size_categories:1K<n<10K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/agreement_assistant_ds_deduped_qwen8B,https://huggingface.co/datasets/evanellis/agreement_assistant_ds_deduped_qwen8B,"['size_categories:1K<n<10K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/ds_deduped_with_qwen8b_blind_null_f,https://huggingface.co/datasets/evanellis/ds_deduped_with_qwen8b_blind_null_f,"['size_categories:1K<n<10K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/agreement_assistant_ds_deduped_qwen8B_f,https://huggingface.co/datasets/evanellis/agreement_assistant_ds_deduped_qwen8B_f,"['size_categories:1K<n<10K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/agreement_assistant_ds_deduped_with_blind_null,https://huggingface.co/datasets/evanellis/agreement_assistant_ds_deduped_with_blind_null,['region:us'],
evanellis/codeforces_llama3.3_70B_human_with_Qwen3-8B_blind_null,https://huggingface.co/datasets/evanellis/codeforces_llama3.3_70B_human_with_Qwen3-8B_blind_null,"['size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/codeforces_llama3.3_70B_human_with_Qwen3-8B_blind_null_agreement,https://huggingface.co/datasets/evanellis/codeforces_llama3.3_70B_human_with_Qwen3-8B_blind_null_agreement,"['size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/codeforces_llama3.3_70B_human_with_Qwen3-8B_blind_null_agreement_f,https://huggingface.co/datasets/evanellis/codeforces_llama3.3_70B_human_with_Qwen3-8B_blind_null_agreement_f,"['size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/codeforces_llama3.3_70B_human_with_Qwen3-8B_blind_null_20_tokens_after_state_ds,https://huggingface.co/datasets/evanellis/codeforces_llama3.3_70B_human_with_Qwen3-8B_blind_null_20_tokens_after_state_ds,"['size_categories:1K<n<10K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/codeforces_llama3.3_70B_human_with_Qwen3-8B_blind_null_20_tokens_after_state_ds_f,https://huggingface.co/datasets/evanellis/codeforces_llama3.3_70B_human_with_Qwen3-8B_blind_null_20_tokens_after_state_ds_f,"['size_categories:1K<n<10K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/codeforces_llama3.3_70B_human_with_Qwen3-8B_blind_null_10_tokens_after_state_ds,https://huggingface.co/datasets/evanellis/codeforces_llama3.3_70B_human_with_Qwen3-8B_blind_null_10_tokens_after_state_ds,"['size_categories:1K<n<10K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/codeforces_llama3.3_70B_human_with_Qwen3-8B_blind_null_10_tokens_after_state_ds_f,https://huggingface.co/datasets/evanellis/codeforces_llama3.3_70B_human_with_Qwen3-8B_blind_null_10_tokens_after_state_ds_f,"['size_categories:1K<n<10K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/codeforces_llama3.3_70B_human_with_Qwen3-8B_blind_null_30_tokens_after_state_ds_sample,https://huggingface.co/datasets/evanellis/codeforces_llama3.3_70B_human_with_Qwen3-8B_blind_null_30_tokens_after_state_ds_sample,"['size_categories:1K<n<10K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/codeforces_llama3.3_70B_human_with_Qwen3-8B_blind_null_30_tokens_after_state_ds_sample_f,https://huggingface.co/datasets/evanellis/codeforces_llama3.3_70B_human_with_Qwen3-8B_blind_null_30_tokens_after_state_ds_sample_f,"['size_categories:1K<n<10K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
mlfoundations-dev/evol_instruct,https://huggingface.co/datasets/mlfoundations-dev/evol_instruct,"['size_categories:10K<n<100K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
mlfoundations-dev/camel_math_gpt-4o-2024-08-06,https://huggingface.co/datasets/mlfoundations-dev/camel_math_gpt-4o-2024-08-06,"['size_categories:10K<n<100K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
mlfoundations-dev/camel_biology_gpt-4o-2024-08-06,https://huggingface.co/datasets/mlfoundations-dev/camel_biology_gpt-4o-2024-08-06,"['size_categories:10K<n<100K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
mlfoundations-dev/camel_math_gpt-4o-mini,https://huggingface.co/datasets/mlfoundations-dev/camel_math_gpt-4o-mini,"['size_categories:10K<n<100K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
mlfoundations-dev/opengpt,https://huggingface.co/datasets/mlfoundations-dev/opengpt,"['size_categories:10K<n<100K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Dataset Card for ""opengpt""
	

More Information needed
"
mlfoundations-dev/camel_biology_gpt-4o-mini,https://huggingface.co/datasets/mlfoundations-dev/camel_biology_gpt-4o-mini,"['size_categories:10K<n<100K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
mlfoundations-dev/camel_chemistry_gpt-4o-mini,https://huggingface.co/datasets/mlfoundations-dev/camel_chemistry_gpt-4o-mini,"['size_categories:10K<n<100K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
mlfoundations-dev/camel_physics_gpt-4o-mini,https://huggingface.co/datasets/mlfoundations-dev/camel_physics_gpt-4o-mini,"['size_categories:10K<n<100K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
mlfoundations-dev/webinstruct_stage1_scale_up_with_classify_url-2,https://huggingface.co/datasets/mlfoundations-dev/webinstruct_stage1_scale_up_with_classify_url-2,"['size_categories:10K<n<100K', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']",
mlfoundations-dev/metamath,https://huggingface.co/datasets/mlfoundations-dev/metamath,"['size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Dataset Card for ""metamath""
	

More Information needed
"
mlfoundations-dev/oh-dcft-v1-no-curation-sharegpt-format,https://huggingface.co/datasets/mlfoundations-dev/oh-dcft-v1-no-curation-sharegpt-format,"['size_categories:1M<n<10M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']",
mlfoundations-dev/DCLM-IT-Dataset,https://huggingface.co/datasets/mlfoundations-dev/DCLM-IT-Dataset,"['size_categories:1M<n<10M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']",
mlfoundations-dev/airoboros,https://huggingface.co/datasets/mlfoundations-dev/airoboros,"['size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
mlfoundations-dev/oh-dcft-v3,https://huggingface.co/datasets/mlfoundations-dev/oh-dcft-v3,"['size_categories:1M<n<10M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']",
mlfoundations-dev/oh-dcft-v3-llama3.1-nemotron-70b,https://huggingface.co/datasets/mlfoundations-dev/oh-dcft-v3-llama3.1-nemotron-70b,"['size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']",
mlfoundations-dev/oh-dcft-v1-no-curation-sharegpt-format-no-alpaca,https://huggingface.co/datasets/mlfoundations-dev/oh-dcft-v1-no-curation-sharegpt-format-no-alpaca,"['size_categories:1M<n<10M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']",
mlfoundations-dev/webinstruct_v1_beta_stage_3_gpt-4o-mini,https://huggingface.co/datasets/mlfoundations-dev/webinstruct_v1_beta_stage_3_gpt-4o-mini,"['size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']",
mlfoundations-dev/open-orca-niv2,https://huggingface.co/datasets/mlfoundations-dev/open-orca-niv2,"['size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']",
mlfoundations-dev/open-orca-t0-judged,https://huggingface.co/datasets/mlfoundations-dev/open-orca-t0-judged,"['size_categories:1M<n<10M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']",
mlfoundations-dev/test_async,https://huggingface.co/datasets/mlfoundations-dev/test_async,"['size_categories:n<1K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
mlfoundations-dev/oh-dcft-v3-sharegpt,https://huggingface.co/datasets/mlfoundations-dev/oh-dcft-v3-sharegpt,"['size_categories:1M<n<10M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']",
mlfoundations-dev/OH_DCFT_v3_wo_airoboros,https://huggingface.co/datasets/mlfoundations-dev/OH_DCFT_v3_wo_airoboros,"['size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']",
mlfoundations-dev/oh-teknium-leave_one_out_metamath,https://huggingface.co/datasets/mlfoundations-dev/oh-teknium-leave_one_out_metamath,"['size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']",
mlfoundations-dev/OH_DCFT_v3_wo_camel_ai_biology,https://huggingface.co/datasets/mlfoundations-dev/OH_DCFT_v3_wo_camel_ai_biology,"['size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']",
mlfoundations-dev/OH_DCFT_v3_wo_camel_ai_chemistry,https://huggingface.co/datasets/mlfoundations-dev/OH_DCFT_v3_wo_camel_ai_chemistry,"['size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']",
mlfoundations-dev/OH_DCFT_v3_wo_camel_ai_math,https://huggingface.co/datasets/mlfoundations-dev/OH_DCFT_v3_wo_camel_ai_math,"['size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']",
